user_id,plan_type,billing_date,amount
U00863,Enterprise,2025-01-07,200
U00863,Enterprise,2025-02-06,200
U00863,Enterprise,2025-03-08,200
U00863,Enterprise,2025-04-07,200
U00863,Enterprise,2025-05-07,200
U00863,Enterprise,2025-06-06,200
U00863,Enterprise,2025-07-06,200
U00863,Enterprise,2025-08-05,200
U00864,Basic,2023-11-17,20
U00864,Basic,2023-12-17,20
U00864,Basic,2024-01-16,20
U00864,Basic,2024-02-15,20
U00864,Basic,2024-03-16,20
U00864,Basic,2024-04-15,20
U00864,Basic,2024-05-15,20
U00864,Basic,2024-06-14,20
U00864,Basic,2024-07-14,20
U00864,Basic,2024-08-13,20
U00864,Basic,2024-09-12,20
U00864,Basic,2024-10-12,20
U00864,Basic,2024-11-11,20
U00864,Basic,2024-12-11,20
U00864,Basic,2025-01-10,20
U00864,Basic,2025-02-09,20
U00864,Basic,2025-03-11,20
U00864,Basic,2025-04-10,20
U00864,Basic,2025-05-10,20
U00864,Basic,2025-06-09,20
U00864,Basic,2025-07-09,20
U00864,Basic,2025-08-08,20
U00865,Pro,2023-08-16,50
U00865,Pro,2023-09-15,50
U00865,Pro,2023-10-15,50
U00865,Pro,2023-11-14,50
U00865,Pro,2023-12-14,50
U00865,Pro,2024-01-13,50
U00865,Pro,2024-02-12,50
U00865,Pro,2024-03-13,50
U00865,Pro,2024-04-12,50
U00865,Pro,2024-05-12,50
U00865,Pro,2024-06-11,50
U00865,Pro,2024-07-11,50
U00865,Pro,2024-08-10,50
U00865,Pro,2024-09-09,50
U00865,Pro,2024-10-09,50
U00865,Pro,2024-11-08,50
U00865,Pro,2024-12-08,50
U00865,Pro,2025-01-07,50
U00865,Pro,2025-02-06,50
U00865,Pro,2025-03-08,50
U00865,Pro,2025-04-07,50
U00865,Pro,2025-05-07,50
U00865,Pro,2025-06-06,50
U00865,Pro,2025-07-06,50
U00865,Pro,2025-08-05,50
U00866,Free,2024-10-16,0
U00866,Free,2024-11-15,0
U00867,Enterprise,2023-01-16,200
U00868,Free,2023-01-21,0
U00869,Pro,2025-08-19,50
U00870,Basic,2025-08-27,20
U00871,Free,2023-06-24,0
U00871,Free,2023-07-24,0
U00871,Free,2023-08-23,0
U00871,Free,2023-09-22,0
U00871,Free,2023-10-22,0
U00872,Basic,2023-02-28,20
U00873,Basic,2025-04-07,20
U00873,Basic,2025-05-07,20
U00873,Basic,2025-06-06,20
U00873,Basic,2025-07-06,20
U00873,Basic,2025-08-05,20
U00874,Free,2023-09-02,0
U00874,Free,2023-10-02,0
U00874,Free,2023-11-01,0
U00874,Free,2023-12-01,0
U00875,Free,2023-01-04,0
U00875,Free,2023-02-03,0
U00875,Free,2023-03-05,0
U00876,Enterprise,2023-01-16,200
U00876,Enterprise,2023-02-15,200
U00876,Enterprise,2023-03-17,200
U00876,Enterprise,2023-04-16,200
U00876,Enterprise,2023-05-16,200
U00876,Enterprise,2023-06-15,200
U00876,Enterprise,2023-07-15,200
U00876,Enterprise,2023-08-14,200
U00876,Enterprise,2023-09-13,200
U00876,Enterprise,2023-10-13,200
U00876,Enterprise,2023-11-12,200
U00876,Enterprise,2023-12-12,200
U00876,Enterprise,2024-01-11,200
U00876,Enterprise,2024-02-10,200
U00876,Enterprise,2024-03-11,200
U00876,Enterprise,2024-04-10,200
U00876,Enterprise,2024-05-10,200
U00876,Enterprise,2024-06-09,200
U00876,Enterprise,2024-07-09,200
U00876,Enterprise,2024-08-08,200
U00876,Enterprise,2024-09-07,200
U00876,Enterprise,2024-10-07,200
U00876,Enterprise,2024-11-06,200
U00876,Enterprise,2024-12-06,200
U00876,Enterprise,2025-01-05,200
U00876,Enterprise,2025-02-04,200
U00876,Enterprise,2025-03-06,200
U00876,Enterprise,2025-04-05,200
U00876,Enterprise,2025-05-05,200
U00876,Enterprise,2025-06-04,200
U00876,Enterprise,2025-07-04,200
U00876,Enterprise,2025-08-03,200
U00877,Enterprise,2025-06-25,200
U00877,Enterprise,2025-07-25,200
U00877,Enterprise,2025-08-24,200
U00878,Basic,2025-04-28,20
U00878,Basic,2025-05-28,20
U00878,Basic,2025-06-27,20
U00878,Basic,2025-07-27,20
U00878,Basic,2025-08-26,20
U00879,Free,2023-01-04,0
U00879,Free,2023-02-03,0
U00879,Free,2023-03-05,0
U00879,Free,2023-04-04,0
U00879,Free,2023-05-04,0
U00879,Free,2023-06-03,0
U00879,Free,2023-07-03,0
U00879,Free,2023-08-02,0
U00879,Free,2023-09-01,0
U00879,Free,2023-10-01,0
U00879,Free,2023-10-31,0
U00879,Free,2023-11-30,0
U00879,Free,2023-12-30,0
U00880,Free,2023-02-03,0
U00880,Free,2023-03-05,0
U00880,Free,2023-04-04,0
U00880,Free,2023-05-04,0
U00880,Free,2023-06-03,0
U00880,Free,2023-07-03,0
U00880,Free,2023-08-02,0
U00880,Free,2023-09-01,0
U00881,Free,2023-02-07,0
U00881,Free,2023-03-09,0
U00881,Free,2023-04-08,0
U00881,Free,2023-05-08,0
U00881,Free,2023-06-07,0
U00882,Pro,2025-05-14,50
U00882,Pro,2025-06-13,50
U00882,Pro,2025-07-13,50
U00882,Pro,2025-08-12,50
U00883,Pro,2023-01-04,50
U00883,Pro,2023-02-03,50
U00883,Pro,2023-03-05,50
U00883,Pro,2023-04-04,50
U00883,Pro,2023-05-04,50
U00884,Pro,2023-01-09,50
U00884,Pro,2023-02-08,50
U00884,Pro,2023-03-10,50
U00884,Pro,2023-04-09,50
U00884,Pro,2023-05-09,50
U00884,Pro,2023-06-08,50
U00884,Pro,2023-07-08,50
U00884,Pro,2023-08-07,50
U00884,Pro,2023-09-06,50
U00884,Pro,2023-10-06,50
U00884,Pro,2023-11-05,50
U00884,Pro,2023-12-05,50
U00884,Pro,2024-01-04,50
U00884,Pro,2024-02-03,50
U00884,Pro,2024-03-04,50
U00884,Pro,2024-04-03,50
U00884,Free,2024-05-03,0
U00884,Free,2024-06-02,0
U00884,Free,2024-07-02,0
U00884,Free,2024-08-01,0
U00884,Free,2024-08-31,0
U00884,Free,2024-09-30,0
U00884,Free,2024-10-30,0
U00884,Free,2024-11-29,0
U00884,Free,2024-12-29,0
U00884,Free,2025-01-28,0
U00884,Free,2025-02-27,0
U00884,Free,2025-03-29,0
U00884,Free,2025-04-28,0
U00884,Free,2025-05-28,0
U00884,Free,2025-06-27,0
U00884,Free,2025-07-27,0
U00885,Free,2025-08-06,0
U00886,Free,2023-01-21,0
U00886,Free,2023-02-20,0
U00886,Free,2023-03-22,0
U00886,Free,2023-04-21,0
U00886,Free,2023-05-21,0
U00886,Free,2023-06-20,0
U00886,Free,2023-07-20,0
U00886,Free,2023-08-19,0
U00886,Free,2023-09-18,0
U00886,Free,2023-10-18,0
U00887,Pro,2025-04-19,50
U00887,Pro,2025-05-19,50
U00887,Pro,2025-06-18,50
U00887,Pro,2025-07-18,50
U00887,Pro,2025-08-17,50
U00888,Free,2023-02-10,0
U00889,Pro,2023-01-08,50
U00889,Pro,2023-02-07,50
U00889,Pro,2023-03-09,50
U00889,Pro,2023-04-08,50
U00889,Pro,2023-05-08,50
U00889,Pro,2023-06-07,50
U00889,Pro,2023-07-07,50
U00889,Pro,2023-08-06,50
U00889,Free,2023-09-05,0
U00889,Free,2023-10-05,0
U00889,Free,2023-11-04,0
U00889,Free,2023-12-04,0
U00889,Free,2024-01-03,0
U00889,Free,2024-02-02,0
U00889,Free,2024-03-03,0
U00889,Free,2024-04-02,0
U00890,Pro,2023-02-12,50
U00891,Basic,2025-06-29,20
U00891,Basic,2025-07-29,20
U00891,Basic,2025-08-28,20
U00892,Pro,2025-08-18,50
U00893,Basic,2025-08-13,20
U00894,Free,2023-08-08,0
U00894,Free,2023-09-07,0
U00894,Free,2023-10-07,0
U00894,Free,2023-11-06,0
U00894,Free,2023-12-06,0
U00894,Free,2024-01-05,0
U00894,Free,2024-02-04,0
U00894,Free,2024-03-05,0
U00894,Free,2024-04-04,0
U00894,Free,2024-05-04,0
U00894,Free,2024-06-03,0
U00894,Free,2024-07-03,0
U00894,Free,2024-08-02,0
U00894,Free,2024-09-01,0
U00895,Free,2025-05-09,0
U00895,Free,2025-06-08,0
U00895,Free,2025-07-08,0
U00895,Free,2025-08-07,0
U00896,Free,2023-01-28,0
U00897,Free,2023-03-17,0
U00897,Free,2023-04-16,0
U00897,Free,2023-05-16,0
U00897,Free,2023-06-15,0
U00897,Free,2023-07-15,0
U00897,Free,2023-08-14,0
U00898,Free,2025-08-23,0
U00899,Pro,2023-01-03,50
U00899,Pro,2023-02-02,50
U00899,Pro,2023-03-04,50
U00899,Pro,2023-04-03,50
U00899,Pro,2023-05-03,50
U00899,Pro,2023-06-02,50
U00899,Pro,2023-07-02,50
U00899,Pro,2023-08-01,50
U00899,Pro,2023-08-31,50
U00899,Pro,2023-09-30,50
U00899,Pro,2023-10-30,50
U00899,Pro,2023-11-29,50
U00899,Pro,2023-12-29,50
U00899,Pro,2024-01-28,50
U00900,Free,2023-01-07,0
U00901,Free,2023-01-29,0
U00901,Free,2023-02-28,0
U00901,Free,2023-03-30,0
U00902,Free,2023-01-04,0
U00902,Free,2023-02-03,0
U00902,Free,2023-03-05,0
U00902,Free,2023-04-04,0
U00902,Free,2023-05-04,0
U00902,Free,2023-06-03,0
U00902,Free,2023-07-03,0
U00902,Free,2023-08-02,0
U00902,Free,2023-09-01,0
U00902,Free,2023-10-01,0
U00902,Free,2023-10-31,0
U00902,Free,2023-11-30,0
U00902,Free,2023-12-30,0
U00902,Free,2024-01-29,0
U00902,Free,2024-02-28,0
U00902,Free,2024-03-29,0
U00902,Free,2024-04-28,0
U00902,Free,2024-05-28,0
U00903,Pro,2023-01-21,50
U00904,Free,2024-12-12,0
U00904,Free,2025-01-11,0
U00904,Free,2025-02-10,0
U00904,Free,2025-03-12,0
U00904,Free,2025-04-11,0
U00904,Free,2025-05-11,0
U00904,Free,2025-06-10,0
U00904,Free,2025-07-10,0
U00905,Basic,2023-10-01,20
U00906,Free,2025-08-23,0
U00907,Free,2025-08-10,0
U00908,Basic,2023-05-07,20
U00908,Basic,2023-06-06,20
U00908,Basic,2023-07-06,20
U00908,Basic,2023-08-05,20
U00908,Basic,2023-09-04,20
U00908,Basic,2023-10-04,20
U00908,Basic,2023-11-03,20
U00908,Basic,2023-12-03,20
U00908,Basic,2024-01-02,20
U00908,Basic,2024-02-01,20
U00908,Basic,2024-03-02,20
U00908,Basic,2024-04-01,20
U00908,Basic,2024-05-01,20
U00908,Free,2024-05-31,0
U00908,Free,2024-06-30,0
U00908,Free,2024-07-30,0
U00908,Free,2024-08-29,0
U00908,Free,2024-09-28,0
U00908,Free,2024-10-28,0
U00908,Free,2024-11-27,0
U00908,Free,2024-12-27,0
U00908,Free,2025-01-26,0
U00908,Free,2025-02-25,0
U00908,Free,2025-03-27,0
U00908,Free,2025-04-26,0
U00908,Free,2025-05-26,0
U00909,Free,2023-02-21,0
U00909,Free,2023-03-23,0
U00909,Free,2023-04-22,0
U00909,Free,2023-05-22,0
U00909,Free,2023-06-21,0
U00909,Free,2023-07-21,0
U00909,Free,2023-08-20,0
U00909,Free,2023-09-19,0
U00909,Free,2023-10-19,0
U00909,Free,2023-11-18,0
U00909,Free,2023-12-18,0
U00909,Free,2024-01-17,0
U00909,Free,2024-02-16,0
U00909,Free,2024-03-17,0
U00909,Free,2024-04-16,0
U00909,Free,2024-05-16,0
U00909,Free,2024-06-15,0
U00909,Free,2024-07-15,0
U00910,Free,2023-07-06,0
U00910,Free,2023-08-05,0
U00910,Free,2023-09-04,0
U00910,Free,2023-10-04,0
U00910,Free,2023-11-03,0
U00910,Free,2023-12-03,0
U00910,Free,2024-01-02,0
U00910,Free,2024-02-01,0
U00911,Free,2024-12-28,0
U00911,Free,2025-01-27,0
U00911,Free,2025-02-26,0
U00911,Free,2025-03-28,0
U00911,Free,2025-04-27,0
U00912,Free,2023-02-26,0
U00913,Free,2025-03-05,0
U00913,Free,2025-04-04,0
U00913,Free,2025-05-04,0
U00913,Free,2025-06-03,0
U00913,Free,2025-07-03,0
U00913,Free,2025-08-02,0
U00914,Basic,2023-09-03,20
U00915,Pro,2024-09-26,50
U00915,Pro,2024-10-26,50
U00915,Pro,2024-11-25,50
U00915,Pro,2024-12-25,50
U00915,Pro,2025-01-24,50
U00915,Pro,2025-02-23,50
U00915,Pro,2025-03-25,50
U00915,Pro,2025-04-24,50
U00915,Pro,2025-05-24,50
U00915,Pro,2025-06-23,50
U00915,Pro,2025-07-23,50
U00915,Pro,2025-08-22,50
U00916,Enterprise,2023-11-05,200
U00916,Enterprise,2023-12-05,200
U00916,Enterprise,2024-01-04,200
U00916,Enterprise,2024-02-03,200
U00916,Enterprise,2024-03-04,200
U00916,Enterprise,2024-04-03,200
U00916,Enterprise,2024-05-03,200
U00916,Enterprise,2024-06-02,200
U00916,Enterprise,2024-07-02,200
U00916,Enterprise,2024-08-01,200
U00916,Enterprise,2024-08-31,200
U00916,Enterprise,2024-09-30,200
U00916,Enterprise,2024-10-30,200
U00916,Enterprise,2024-11-29,200
U00916,Enterprise,2024-12-29,200
U00916,Enterprise,2025-01-28,200
U00916,Enterprise,2025-02-27,200
U00916,Enterprise,2025-03-29,200
U00916,Enterprise,2025-04-28,200
U00916,Enterprise,2025-05-28,200
U00916,Enterprise,2025-06-27,200
U00916,Enterprise,2025-07-27,200
U00917,Free,2023-03-18,0
U00917,Free,2023-04-17,0
U00917,Free,2023-05-17,0
U00917,Free,2023-06-16,0
U00917,Free,2023-07-16,0
U00917,Free,2023-08-15,0
U00917,Free,2023-09-14,0
U00917,Free,2023-10-14,0
U00917,Free,2023-11-13,0
U00918,Free,2025-08-27,0
U00919,Basic,2025-07-23,20
U00919,Basic,2025-08-22,20
U00920,Free,2023-01-13,0
U00920,Free,2023-02-12,0
U00920,Free,2023-03-14,0
U00920,Free,2023-04-13,0
U00921,Basic,2025-08-20,20
U00922,Pro,2024-03-26,50
U00922,Pro,2024-04-25,50
U00922,Pro,2024-05-25,50
U00922,Pro,2024-06-24,50
U00922,Pro,2024-07-24,50
U00922,Pro,2024-08-23,50
U00922,Pro,2024-09-22,50
U00922,Pro,2024-10-22,50
U00922,Pro,2024-11-21,50
U00922,Basic,2024-12-21,20
U00922,Basic,2025-01-20,20
U00922,Basic,2025-02-19,20
U00922,Basic,2025-03-21,20
U00922,Basic,2025-04-20,20
U00922,Basic,2025-05-20,20
U00922,Basic,2025-06-19,20
U00922,Basic,2025-07-19,20
U00922,Basic,2025-08-18,20
U00923,Basic,2025-08-23,20
U00924,Basic,2025-08-06,20
U00925,Basic,2023-10-10,20
U00925,Basic,2023-11-09,20
U00926,Free,2023-01-04,0
U00926,Free,2023-02-03,0
U00926,Free,2023-03-05,0
U00926,Free,2023-04-04,0
U00926,Free,2023-05-04,0
U00926,Free,2023-06-03,0
U00927,Free,2023-02-27,0
U00927,Free,2023-03-29,0
U00927,Free,2023-04-28,0
U00928,Free,2024-08-29,0
U00928,Free,2024-09-28,0
U00928,Free,2024-10-28,0
U00929,Free,2025-03-21,0
U00929,Free,2025-04-20,0
U00929,Free,2025-05-20,0
U00929,Free,2025-06-19,0
U00929,Free,2025-07-19,0
U00929,Free,2025-08-18,0
U00930,Basic,2023-02-20,20
U00930,Basic,2023-03-22,20
U00930,Basic,2023-04-21,20
U00930,Basic,2023-05-21,20
U00930,Basic,2023-06-20,20
U00930,Basic,2023-07-20,20
U00930,Basic,2023-08-19,20
U00930,Basic,2023-09-18,20
U00930,Basic,2023-10-18,20
U00930,Basic,2023-11-17,20
U00930,Basic,2023-12-17,20
U00930,Basic,2024-01-16,20
U00931,Enterprise,2023-01-13,200
U00931,Enterprise,2023-02-12,200
U00931,Enterprise,2023-03-14,200
U00931,Enterprise,2023-04-13,200
U00931,Enterprise,2023-05-13,200
U00931,Enterprise,2023-06-12,200
U00931,Enterprise,2023-07-12,200
U00931,Enterprise,2023-08-11,200
U00931,Enterprise,2023-09-10,200
U00931,Enterprise,2023-10-10,200
U00931,Enterprise,2023-11-09,200
U00931,Enterprise,2023-12-09,200
U00931,Enterprise,2024-01-08,200
U00931,Enterprise,2024-02-07,200
U00931,Enterprise,2024-03-08,200
U00931,Enterprise,2024-04-07,200
U00931,Free,2024-05-07,0
U00931,Free,2024-06-06,0
U00931,Free,2024-07-06,0
U00931,Free,2024-08-05,0
U00931,Free,2024-09-04,0
U00931,Free,2024-10-04,0
U00931,Free,2024-11-03,0
U00931,Free,2024-12-03,0
U00931,Free,2025-01-02,0
U00931,Free,2025-02-01,0
U00931,Free,2025-03-03,0
U00931,Free,2025-04-02,0
U00931,Free,2025-05-02,0
U00931,Free,2025-06-01,0
U00931,Free,2025-07-01,0
U00931,Free,2025-07-31,0
U00932,Pro,2025-08-14,50
U00933,Free,2025-08-29,0
U00934,Free,2024-07-15,0
U00934,Free,2024-08-14,0
U00934,Free,2024-09-13,0
U00934,Free,2024-10-13,0
U00934,Free,2024-11-12,0
U00934,Free,2024-12-12,0
U00934,Free,2025-01-11,0
U00934,Free,2025-02-10,0
U00934,Free,2025-03-12,0
U00934,Free,2025-04-11,0
U00934,Free,2025-05-11,0
U00934,Free,2025-06-10,0
U00935,Basic,2023-01-19,20
U00935,Basic,2023-02-18,20
U00935,Pro,2023-03-20,50
U00935,Pro,2023-04-19,50
U00935,Pro,2023-05-19,50
U00936,Pro,2023-03-01,50
U00936,Pro,2023-03-31,50
U00936,Pro,2023-04-30,50
U00937,Free,2023-01-04,0
U00937,Free,2023-02-03,0
U00937,Free,2023-03-05,0
U00938,Free,2025-08-25,0
U00939,Free,2023-01-10,0
U00939,Free,2023-02-09,0
U00939,Free,2023-03-11,0
U00939,Free,2023-04-10,0
U00940,Free,2024-11-27,0
U00940,Free,2024-12-27,0
U00940,Free,2025-01-26,0
U00940,Free,2025-02-25,0
U00940,Free,2025-03-27,0
U00940,Free,2025-04-26,0
U00940,Free,2025-05-26,0
U00940,Free,2025-06-25,0
U00940,Free,2025-07-25,0
U00940,Free,2025-08-24,0
U00941,Basic,2023-03-02,20
U00941,Free,2023-04-01,0
U00941,Free,2023-05-01,0
U00942,Basic,2024-10-01,20
U00942,Basic,2024-10-31,20
U00942,Basic,2024-11-30,20
U00942,Basic,2024-12-30,20
U00942,Basic,2025-01-29,20
U00942,Free,2025-02-28,0
U00942,Free,2025-03-30,0
U00942,Free,2025-04-29,0
U00942,Free,2025-05-29,0
U00942,Free,2025-06-28,0
U00942,Free,2025-07-28,0
U00943,Pro,2025-04-17,50
U00943,Pro,2025-05-17,50
U00943,Pro,2025-06-16,50
U00943,Pro,2025-07-16,50
U00943,Pro,2025-08-15,50
U00944,Free,2025-08-13,0
U00945,Free,2023-01-28,0
U00945,Free,2023-02-27,0
U00945,Free,2023-03-29,0
U00946,Pro,2023-01-03,50
U00946,Pro,2023-02-02,50
U00946,Pro,2023-03-04,50
U00946,Free,2023-04-03,0
U00946,Free,2023-05-03,0
U00946,Free,2023-06-02,0
U00946,Free,2023-07-02,0
U00947,Free,2023-01-13,0
U00947,Free,2023-02-12,0
U00947,Free,2023-03-14,0
U00947,Free,2023-04-13,0
U00947,Free,2023-05-13,0
U00947,Free,2023-06-12,0
U00947,Free,2023-07-12,0
U00947,Free,2023-08-11,0
U00947,Free,2023-09-10,0
U00947,Free,2023-10-10,0
U00947,Free,2023-11-09,0
U00947,Free,2023-12-09,0
U00947,Free,2024-01-08,0
U00947,Free,2024-02-07,0
U00947,Free,2024-03-08,0
U00947,Free,2024-04-07,0
U00947,Free,2024-05-07,0
U00948,Pro,2025-08-24,50
U00949,Free,2025-08-21,0
U00950,Basic,2025-01-13,20
U00950,Basic,2025-02-12,20
U00950,Basic,2025-03-14,20
U00950,Basic,2025-04-13,20
U00951,Basic,2025-01-19,20
U00951,Basic,2025-02-18,20
U00951,Basic,2025-03-20,20
U00951,Basic,2025-04-19,20
U00951,Basic,2025-05-19,20
U00951,Basic,2025-06-18,20
U00951,Basic,2025-07-18,20
U00951,Basic,2025-08-17,20
U00952,Free,2025-05-05,0
U00952,Free,2025-06-04,0
U00953,Pro,2023-01-20,50
U00954,Free,2025-08-25,0
U00955,Free,2023-09-24,0
U00956,Basic,2023-07-12,20
U00956,Basic,2023-08-11,20
U00956,Basic,2023-09-10,20
U00956,Basic,2023-10-10,20
U00956,Basic,2023-11-09,20
U00956,Basic,2023-12-09,20
U00956,Basic,2024-01-08,20
U00956,Basic,2024-02-07,20
U00956,Basic,2024-03-08,20
U00956,Basic,2024-04-07,20
U00956,Basic,2024-05-07,20
U00956,Basic,2024-06-06,20
U00956,Basic,2024-07-06,20
U00956,Basic,2024-08-05,20
U00956,Basic,2024-09-04,20
U00956,Basic,2024-10-04,20
U00957,Free,2024-06-26,0
U00957,Free,2024-07-26,0
U00957,Free,2024-08-25,0
U00957,Free,2024-09-24,0
U00957,Free,2024-10-24,0
U00957,Free,2024-11-23,0
U00957,Free,2024-12-23,0
U00957,Free,2025-01-22,0
U00957,Free,2025-02-21,0
U00957,Free,2025-03-23,0
U00957,Free,2025-04-22,0
U00957,Free,2025-05-22,0
U00957,Free,2025-06-21,0
U00957,Free,2025-07-21,0
U00957,Free,2025-08-20,0
U00958,Free,2023-01-05,0
U00958,Free,2023-02-04,0
U00959,Free,2023-01-18,0
U00959,Free,2023-02-17,0
U00959,Free,2023-03-19,0
U00959,Free,2023-04-18,0
U00959,Free,2023-05-18,0
U00959,Free,2023-06-17,0
U00959,Free,2023-07-17,0
U00959,Free,2023-08-16,0
U00959,Free,2023-09-15,0
U00959,Free,2023-10-15,0
U00959,Free,2023-11-14,0
U00959,Free,2023-12-14,0
U00959,Free,2024-01-13,0
U00959,Free,2024-02-12,0
U00959,Free,2024-03-13,0
U00959,Free,2024-04-12,0
U00959,Free,2024-05-12,0
U00959,Free,2024-06-11,0
U00959,Free,2024-07-11,0
U00959,Free,2024-08-10,0
U00959,Free,2024-09-09,0
U00959,Free,2024-10-09,0
U00959,Free,2024-11-08,0
U00959,Free,2024-12-08,0
U00959,Free,2025-01-07,0
U00959,Free,2025-02-06,0
U00959,Free,2025-03-08,0
U00959,Free,2025-04-07,0
U00959,Free,2025-05-07,0
U00960,Free,2025-07-10,0
U00960,Free,2025-08-09,0
U00961,Free,2023-01-07,0
U00961,Free,2023-02-06,0
U00961,Free,2023-03-08,0
U00961,Free,2023-04-07,0
U00961,Free,2023-05-07,0
U00961,Free,2023-06-06,0
U00962,Free,2025-01-25,0
U00962,Free,2025-02-24,0
U00962,Free,2025-03-26,0
U00962,Free,2025-04-25,0
U00962,Free,2025-05-25,0
U00962,Free,2025-06-24,0
U00963,Free,2023-02-13,0
U00963,Free,2023-03-15,0
U00963,Free,2023-04-14,0
U00963,Free,2023-05-14,0
U00963,Free,2023-06-13,0
U00963,Free,2023-07-13,0
U00963,Free,2023-08-12,0
U00963,Free,2023-09-11,0
U00963,Free,2023-10-11,0
U00964,Basic,2023-07-23,20
U00964,Basic,2023-08-22,20
U00964,Basic,2023-09-21,20
U00964,Basic,2023-10-21,20
U00964,Basic,2023-11-20,20
U00964,Basic,2023-12-20,20
U00964,Basic,2024-01-19,20
U00964,Basic,2024-02-18,20
U00964,Basic,2024-03-19,20
U00964,Basic,2024-04-18,20
U00964,Basic,2024-05-18,20
U00964,Basic,2024-06-17,20
U00964,Basic,2024-07-17,20
U00964,Basic,2024-08-16,20
U00964,Basic,2024-09-15,20
U00964,Basic,2024-10-15,20
U00964,Basic,2024-11-14,20
U00964,Basic,2024-12-14,20
U00964,Basic,2025-01-13,20
U00964,Basic,2025-02-12,20
U00965,Free,2023-03-13,0
U00965,Free,2023-04-12,0
U00965,Free,2023-05-12,0
U00965,Free,2023-06-11,0
U00965,Free,2023-07-11,0
U00966,Free,2023-05-27,0
U00966,Free,2023-06-26,0
U00966,Free,2023-07-26,0
U00966,Free,2023-08-25,0
U00966,Free,2023-09-24,0
U00966,Free,2023-10-24,0
U00967,Free,2025-06-27,0
U00967,Free,2025-07-27,0
U00967,Free,2025-08-26,0
U00968,Enterprise,2023-03-20,200
U00968,Enterprise,2023-04-19,200
U00968,Enterprise,2023-05-19,200
U00968,Enterprise,2023-06-18,200
U00968,Enterprise,2023-07-18,200
U00968,Enterprise,2023-08-17,200
U00968,Enterprise,2023-09-16,200
U00968,Enterprise,2023-10-16,200
U00968,Enterprise,2023-11-15,200
U00968,Enterprise,2023-12-15,200
U00968,Enterprise,2024-01-14,200
U00968,Enterprise,2024-02-13,200
U00968,Enterprise,2024-03-14,200
U00968,Enterprise,2024-04-13,200
U00968,Enterprise,2024-05-13,200
U00969,Free,2024-11-02,0
U00969,Free,2024-12-02,0
U00969,Free,2025-01-01,0
U00969,Free,2025-01-31,0
U00969,Free,2025-03-02,0
U00969,Free,2025-04-01,0
U00969,Free,2025-05-01,0
U00969,Free,2025-05-31,0
U00969,Free,2025-06-30,0
U00969,Free,2025-07-30,0
U00970,Free,2024-02-22,0
U00970,Free,2024-03-23,0
U00970,Free,2024-04-22,0
U00970,Free,2024-05-22,0
U00971,Pro,2025-05-04,50
U00971,Pro,2025-06-03,50
U00971,Pro,2025-07-03,50
U00971,Pro,2025-08-02,50
U00972,Basic,2025-08-26,20
U00973,Basic,2025-07-06,20
U00973,Basic,2025-08-05,20
U00974,Free,2023-01-31,0
U00974,Free,2023-03-02,0
U00974,Free,2023-04-01,0
U00974,Free,2023-05-01,0
U00974,Free,2023-05-31,0
U00974,Free,2023-06-30,0
U00974,Free,2023-07-30,0
U00974,Free,2023-08-29,0
U00974,Free,2023-09-28,0
U00974,Free,2023-10-28,0
U00974,Free,2023-11-27,0
U00975,Basic,2023-01-04,20
U00975,Basic,2023-02-03,20
U00975,Basic,2023-03-05,20
U00975,Basic,2023-04-04,20
U00975,Basic,2023-05-04,20
U00975,Basic,2023-06-03,20
U00975,Basic,2023-07-03,20
U00975,Basic,2023-08-02,20
U00975,Basic,2023-09-01,20
U00975,Basic,2023-10-01,20
U00975,Basic,2023-10-31,20
U00975,Basic,2023-11-30,20
U00975,Basic,2023-12-30,20
U00975,Basic,2024-01-29,20
U00975,Basic,2024-02-28,20
U00975,Basic,2024-03-29,20
U00975,Basic,2024-04-28,20
U00975,Basic,2024-05-28,20
U00975,Basic,2024-06-27,20
U00975,Basic,2024-07-27,20
U00975,Basic,2024-08-26,20
U00975,Basic,2024-09-25,20
U00975,Basic,2024-10-25,20
U00975,Basic,2024-11-24,20
U00975,Basic,2024-12-24,20
U00975,Basic,2025-01-23,20
U00975,Basic,2025-02-22,20
U00975,Basic,2025-03-24,20
U00975,Basic,2025-04-23,20
U00975,Basic,2025-05-23,20
U00975,Basic,2025-06-22,20
U00975,Basic,2025-07-22,20
U00976,Free,2023-02-23,0
U00976,Free,2023-03-25,0
U00976,Free,2023-04-24,0
U00976,Free,2023-05-24,0
U00976,Free,2023-06-23,0
U00977,Pro,2025-01-08,50
U00977,Pro,2025-02-07,50
U00977,Pro,2025-03-09,50
U00977,Pro,2025-04-08,50
U00977,Pro,2025-05-08,50
U00977,Pro,2025-06-07,50
U00977,Pro,2025-07-07,50
U00977,Pro,2025-08-06,50
U00978,Basic,2023-01-05,20
U00978,Basic,2023-02-04,20
U00979,Free,2024-04-21,0
U00979,Free,2024-05-21,0
U00979,Free,2024-06-20,0
U00979,Free,2024-07-20,0
U00979,Free,2024-08-19,0
U00979,Free,2024-09-18,0
U00979,Free,2024-10-18,0
U00979,Free,2024-11-17,0
U00980,Free,2025-01-11,0
U00980,Free,2025-02-10,0
U00980,Free,2025-03-12,0
U00981,Pro,2023-04-28,50
U00981,Pro,2023-05-28,50
U00981,Pro,2023-06-27,50
U00981,Pro,2023-07-27,50
U00981,Pro,2023-08-26,50
U00981,Pro,2023-09-25,50
U00981,Pro,2023-10-25,50
