user_id,signup_date,plan_type,region,acquisition_channel,cac,churned,months_active
U01276,2023-01-09,Free,North America,Referral,5,1,8
U01277,2023-02-12,Pro,Asia,Referral,5,0,31
U01278,2025-08-29,Basic,North America,Paid Ads,20,1,1
U01279,2023-01-14,Pro,Europe,Referral,5,1,14
U01280,2024-04-28,Free,North America,Referral,5,1,1
U01281,2025-02-23,Free,Europe,Referral,5,0,7
U01282,2025-06-14,Free,Asia,Paid Ads,20,0,3
U01283,2024-10-16,Free,North America,Referral,5,0,11
U01284,2023-01-03,Pro,Asia,Referral,5,1,4
U01285,2023-04-18,Basic,Other,Referral,5,1,1
U01286,2024-06-22,Free,Europe,Referral,5,1,2
U01287,2023-01-07,Basic,Europe,Referral,5,1,9
U01288,2023-05-20,Basic,Europe,Organic,0,1,11
U01289,2023-01-04,Pro,North America,Referral,5,1,9
U01290,2023-01-07,Free,Other,Referral,5,1,7
U01291,2023-08-08,Basic,Europe,Paid Ads,20,1,15
U01292,2023-01-12,Pro,Europe,Paid Ads,20,0,32
U01293,2024-11-05,Pro,Europe,Paid Ads,20,1,9
U01294,2025-06-02,Pro,North America,Paid Ads,20,0,3
U01295,2025-08-06,Basic,North America,Referral,5,0,1
U01296,2023-01-26,Basic,North America,Paid Ads,20,1,1
U01297,2023-01-18,Free,North America,Referral,5,1,6
U01298,2023-01-09,Free,North America,Paid Ads,20,1,12
U01299,2025-03-26,Free,North America,Referral,5,1,3
U01300,2025-06-17,Free,Asia,Paid Ads,20,0,3
U01301,2023-01-04,Pro,Europe,Referral,5,1,9
U01302,2025-08-26,Basic,North America,Referral,5,0,1
U01303,2023-01-05,Free,Asia,Paid Ads,20,1,11
U01304,2024-08-28,Basic,Europe,Paid Ads,20,1,3
U01305,2025-06-19,Enterprise,North America,Referral,5,0,3
U01306,2025-08-20,Basic,Asia,Paid Ads,20,0,1
U01307,2025-06-23,Free,North America,Organic,0,0,3
U01308,2025-08-06,Free,Asia,Organic,0,0,1
U01309,2023-05-04,Free,Europe,Organic,0,1,9
U01310,2025-08-10,Basic,North America,Referral,5,0,1
U01311,2023-01-07,Basic,Other,Organic,0,1,5
U01312,2025-08-23,Free,North America,Organic,0,0,1
U01313,2024-09-14,Basic,Europe,Referral,5,1,11
U01314,2025-08-10,Basic,Asia,Organic,0,0,1
U01315,2023-12-18,Enterprise,North America,Paid Ads,20,0,21
U01316,2025-04-06,Free,North America,Organic,0,0,5
U01317,2024-07-17,Pro,Asia,Paid Ads,20,1,10
U01318,2025-07-06,Pro,Europe,Organic,0,0,2
U01319,2023-01-07,Pro,Europe,Referral,5,0,32
U01320,2023-01-05,Free,Europe,Paid Ads,20,1,5
U01321,2023-02-14,Free,North America,Paid Ads,20,1,1
U01322,2023-01-17,Pro,Other,Organic,0,1,17
U01323,2025-08-20,Free,Asia,Paid Ads,20,1,1
U01324,2023-02-02,Basic,North America,Referral,5,1,2
U01325,2025-08-28,Free,Asia,Referral,5,0,1
U01326,2023-05-01,Free,North America,Organic,0,1,2
U01327,2023-01-22,Free,Europe,Referral,5,1,1
U01328,2025-08-02,Free,North America,Referral,5,0,1
U01329,2025-04-27,Basic,Europe,Referral,5,0,5
U01330,2024-04-26,Free,Europe,Referral,5,1,8
U01331,2024-10-05,Basic,Asia,Organic,0,0,11
U01332,2025-06-27,Free,North America,Paid Ads,20,0,3
U01333,2023-02-06,Enterprise,North America,Paid Ads,20,1,31
U01334,2025-08-29,Basic,North America,Referral,5,0,1
U01335,2025-08-28,Free,Europe,Organic,0,0,1
U01336,2025-04-16,Free,North America,Referral,5,0,5
U01337,2023-01-26,Free,Other,Referral,5,1,13
U01338,2025-05-23,Pro,North America,Paid Ads,20,0,4
U01339,2023-01-06,Free,North America,Paid Ads,20,1,1
U01340,2023-01-04,Free,North America,Organic,0,1,9
U01341,2023-02-20,Free,Asia,Referral,5,1,6
U01342,2024-01-15,Free,North America,Organic,0,1,14
U01343,2025-08-20,Pro,North America,Referral,5,0,1
U01344,2025-07-03,Free,Asia,Referral,5,0,2
U01345,2025-07-12,Free,Europe,Organic,0,0,2
U01346,2023-10-10,Free,North America,Referral,5,1,4
U01347,2023-05-13,Free,Asia,Referral,5,1,8
U01348,2023-06-20,Basic,Europe,Referral,5,0,27
U01349,2025-08-29,Pro,Europe,Referral,5,1,1
U01350,2023-01-04,Free,Asia,Referral,5,1,3
U01351,2025-08-20,Free,North America,Paid Ads,20,1,1
U01352,2024-12-02,Pro,Asia,Referral,5,0,9
U01353,2023-11-12,Basic,Europe,Organic,0,0,22
U01354,2025-07-01,Free,Asia,Paid Ads,20,0,2
U01355,2024-03-24,Free,North America,Organic,0,1,2
U01356,2025-08-21,Free,Other,Referral,5,0,1
U01357,2025-08-24,Free,Europe,Organic,0,0,1
U01358,2023-10-01,Basic,North America,Organic,0,1,22
U01359,2023-03-04,Free,Europe,Organic,0,1,5
U01360,2025-01-02,Free,North America,Referral,5,0,8
U01361,2025-08-25,Free,Other,Paid Ads,20,0,1
U01362,2023-01-30,Basic,Other,Paid Ads,20,1,6
U01363,2025-03-03,Basic,North America,Referral,5,0,6
U01364,2025-03-18,Free,North America,Referral,5,0,6
U01365,2025-07-07,Free,Asia,Paid Ads,20,0,2
U01366,2023-01-12,Free,Other,Organic,0,1,1
U01367,2025-06-25,Free,Europe,Paid Ads,20,1,3
U01368,2025-08-24,Free,Other,Paid Ads,20,0,1
U01369,2023-01-21,Pro,Asia,Referral,5,1,32
U01370,2023-02-10,Pro,Asia,Paid Ads,20,1,23
U01371,2025-08-28,Basic,Other,Organic,0,0,1
U01372,2023-01-21,Free,North America,Referral,5,1,1
U01373,2025-08-18,Free,North America,Referral,5,0,1
U01374,2024-04-09,Pro,Other,Organic,0,0,17
U01375,2023-02-14,Pro,Asia,Organic,0,0,31
U01376,2025-08-20,Free,Europe,Referral,5,0,1
U01377,2023-11-29,Pro,Europe,Referral,5,1,12
U01378,2024-06-14,Free,Europe,Referral,5,1,6
U01379,2023-06-01,Pro,North America,Organic,0,1,8
U01380,2025-01-03,Free,North America,Referral,5,1,1
U01381,2023-01-17,Pro,Asia,Referral,5,1,5
U01382,2023-07-27,Free,Europe,Organic,0,1,3
U01383,2025-08-28,Free,North America,Referral,5,0,1
U01384,2023-02-20,Free,North America,Referral,5,1,1
U01385,2025-04-25,Free,Other,Referral,5,0,5
U01386,2023-04-17,Free,Asia,Organic,0,1,14
U01387,2025-07-27,Pro,North America,Organic,0,0,2
U01388,2023-01-12,Basic,Europe,Paid Ads,20,1,1
U01389,2025-08-28,Basic,North America,Referral,5,0,1
U01390,2023-12-22,Basic,North America,Paid Ads,20,1,1
U01391,2023-02-09,Free,North America,Referral,5,1,8
U01392,2023-01-06,Free,Asia,Organic,0,1,4
U01393,2023-01-19,Enterprise,Europe,Organic,0,1,18
U01394,2024-06-28,Free,Asia,Paid Ads,20,1,8
U01395,2023-05-01,Free,North America,Referral,5,1,2
U01396,2025-08-13,Free,Asia,Referral,5,0,1
U01397,2023-10-23,Free,North America,Paid Ads,20,1,1
U01398,2023-02-15,Basic,Europe,Referral,5,1,1
U01399,2025-02-21,Basic,Asia,Paid Ads,20,0,7
U01400,2025-06-17,Basic,North America,Organic,0,1,2
U01401,2023-01-18,Free,North America,Paid Ads,20,1,16
U01402,2023-01-18,Basic,North America,Paid Ads,20,1,4
U01403,2023-01-04,Pro,North America,Paid Ads,20,0,32
U01404,2025-07-09,Free,Other,Referral,5,0,2
U01405,2025-05-04,Free,Asia,Referral,5,0,4
U01406,2024-02-18,Basic,North America,Referral,5,1,18
U01407,2025-08-16,Free,North America,Organic,0,1,1
U01408,2025-08-07,Pro,North America,Organic,0,0,1
U01409,2024-12-17,Pro,North America,Organic,0,0,9
U01410,2025-08-20,Free,Asia,Organic,0,0,1
U01411,2023-01-28,Free,Europe,Referral,5,1,9
U01412,2023-01-10,Pro,Other,Organic,0,1,6
U01413,2023-02-27,Basic,Asia,Paid Ads,20,1,10
U01414,2023-01-05,Free,North America,Paid Ads,20,1,2
U01415,2024-07-31,Pro,Other,Organic,0,1,8
U01416,2025-08-26,Pro,Europe,Organic,0,0,1
U01417,2023-01-04,Free,Europe,Referral,5,1,2
U01418,2023-01-11,Free,North America,Referral,5,1,5
U01419,2023-12-18,Basic,Asia,Paid Ads,20,1,3
U01420,2025-08-26,Pro,Other,Organic,0,0,1
U01421,2023-04-07,Free,North America,Paid Ads,20,1,2
U01422,2024-05-23,Basic,Europe,Paid Ads,20,1,11
U01423,2023-01-04,Free,Europe,Referral,5,1,4
U01424,2023-01-15,Free,Asia,Organic,0,1,1
U01425,2025-08-29,Free,North America,Organic,0,0,1
U01426,2025-08-28,Pro,North America,Organic,0,0,1
U01427,2023-01-03,Free,Other,Organic,0,1,7
U01428,2025-08-27,Free,Asia,Organic,0,0,1
U01429,2025-03-30,Pro,North America,Referral,5,1,2
U01430,2025-08-20,Basic,North America,Organic,0,0,1
U01431,2023-12-24,Free,Europe,Organic,0,1,9
U01432,2024-06-16,Free,North America,Organic,0,1,6
U01433,2024-03-30,Basic,North America,Paid Ads,20,1,12
U01434,2025-05-08,Pro,Europe,Paid Ads,20,0,4
U01435,2023-01-13,Basic,Europe,Paid Ads,20,1,1
U01436,2023-01-04,Basic,Asia,Organic,0,0,32
U01437,2023-03-30,Pro,Asia,Paid Ads,20,1,11
U01438,2025-06-16,Free,North America,Organic,0,1,1
U01439,2023-01-27,Free,North America,Referral,5,1,10
U01440,2025-05-15,Enterprise,Asia,Referral,5,0,4
U01441,2025-08-28,Free,North America,Paid Ads,20,0,1
U01442,2023-01-08,Free,North America,Referral,5,1,2
U01443,2025-05-14,Free,North America,Referral,5,1,3
U01444,2023-11-25,Free,Europe,Organic,0,1,15
U01445,2025-08-20,Free,Europe,Organic,0,0,1
U01446,2023-01-20,Basic,Asia,Organic,0,1,3
U01447,2025-06-05,Free,North America,Organic,0,1,2
U01448,2025-08-15,Free,Europe,Referral,5,0,1
U01449,2025-08-27,Free,Asia,Paid Ads,20,0,1
U01450,2025-05-26,Free,Asia,Paid Ads,20,0,4
U01451,2024-04-23,Free,North America,Paid Ads,20,1,11
U01452,2025-02-22,Pro,Europe,Referral,5,1,5
U01453,2025-08-20,Free,North America,Organic,0,1,1
U01454,2024-11-12,Basic,Europe,Paid Ads,20,0,10
U01455,2023-01-04,Basic,Europe,Organic,0,1,3
U01456,2025-08-26,Free,North America,Paid Ads,20,0,1
U01457,2025-06-02,Free,Asia,Referral,5,1,1
U01458,2025-05-19,Free,North America,Organic,0,1,3
U01459,2023-02-01,Free,Europe,Referral,5,1,1
U01460,2025-04-28,Free,Asia,Referral,5,1,1
U01461,2023-08-01,Free,North America,Organic,0,1,1
U01462,2025-04-17,Free,Asia,Organic,0,0,5
U01463,2023-01-09,Free,Europe,Referral,5,1,5
U01464,2025-04-26,Free,North America,Paid Ads,20,1,2
U01465,2025-08-29,Basic,North America,Referral,5,0,1
U01466,2023-01-05,Free,North America,Organic,0,1,4
U01467,2025-08-28,Free,North America,Referral,5,0,1
U01468,2023-08-29,Free,Asia,Paid Ads,20,1,1
U01469,2025-08-20,Basic,Europe,Organic,0,1,1
U01470,2025-07-31,Free,North America,Referral,5,0,2
U01471,2024-11-03,Free,Asia,Referral,5,0,10
U01472,2025-07-10,Free,Europe,Paid Ads,20,0,2
U01473,2025-08-21,Free,Europe,Paid Ads,20,1,1
U01474,2023-08-23,Basic,Europe,Referral,5,1,21
U01475,2023-04-19,Free,Asia,Paid Ads,20,1,25
U01476,2025-05-09,Free,North America,Paid Ads,20,0,4
U01477,2025-08-08,Free,North America,Organic,0,0,1
U01478,2025-07-22,Free,Other,Organic,0,1,1
U01479,2025-08-05,Basic,Other,Organic,0,0,1
U01480,2023-11-04,Pro,North America,Organic,0,1,13
U01481,2025-08-10,Free,Asia,Paid Ads,20,0,1
U01482,2023-01-11,Free,Asia,Referral,5,1,1
U01483,2024-09-05,Basic,North America,Paid Ads,20,1,10
U01484,2023-01-03,Free,Asia,Referral,5,1,5
U01485,2023-04-16,Free,Europe,Paid Ads,20,1,14
U01486,2023-06-13,Basic,Asia,Referral,5,1,12
U01487,2023-08-06,Free,Asia,Referral,5,1,1
U01488,2025-06-07,Free,Europe,Referral,5,1,3
U01489,2023-07-22,Pro,North America,Referral,5,0,26
U01490,2023-12-08,Free,Asia,Organic,0,1,15
U01491,2023-02-10,Free,North America,Referral,5,1,1
U01492,2023-06-24,Free,Other,Paid Ads,20,1,3
U01493,2023-02-05,Free,North America,Paid Ads,20,1,6
U01494,2023-01-06,Free,North America,Paid Ads,20,1,16
U01495,2025-01-25,Free,North America,Organic,0,1,8
U01496,2025-05-09,Free,Asia,Paid Ads,20,1,3
U01497,2025-02-25,Free,Asia,Organic,0,0,7
U01498,2024-01-18,Basic,North America,Referral,5,1,6
U01499,2023-07-06,Basic,Europe,Referral,5,1,5
U01500,2025-08-19,Basic,Asia,Organic,0,0,1
U01501,2024-06-26,Free,North America,Paid Ads,20,1,7
U01502,2024-03-02,Free,North America,Referral,5,1,5
U01503,2023-01-04,Free,Europe,Referral,5,1,3
U01504,2023-05-07,Free,Asia,Organic,0,1,1
U01505,2023-07-06,Free,Other,Paid Ads,20,1,5
U01506,2023-08-12,Free,North America,Organic,0,1,6
U01507,2024-12-05,Basic,North America,Paid Ads,20,1,2
U01508,2024-08-06,Free,North America,Referral,5,1,2
U01509,2025-02-03,Free,Asia,Organic,0,0,7
U01510,2025-07-24,Free,North America,Referral,5,0,2
U01511,2025-08-09,Free,North America,Referral,5,0,1
U01512,2025-06-26,Pro,North America,Referral,5,0,3
U01513,2025-08-27,Free,Europe,Organic,0,0,1
U01514,2023-01-03,Free,Asia,Referral,5,1,4
U01515,2023-01-25,Free,Asia,Paid Ads,20,1,1
U01516,2023-01-03,Basic,Other,Paid Ads,20,1,14
U01517,2025-04-12,Free,Europe,Referral,5,1,1
U01518,2025-08-23,Pro,North America,Referral,5,1,1
U01519,2023-02-12,Free,North America,Referral,5,1,18
U01520,2025-08-26,Free,North America,Referral,5,0,1
U01521,2023-01-05,Free,Europe,Paid Ads,20,1,27
U01522,2025-08-26,Basic,North America,Organic,0,0,1
U01523,2023-05-21,Basic,Asia,Organic,0,1,10
U01524,2023-01-09,Free,North America,Referral,5,1,2
U01525,2024-03-21,Free,Other,Paid Ads,20,1,7
U01526,2023-02-19,Free,Other,Referral,5,1,1
U01527,2023-03-10,Free,North America,Organic,0,1,4
U01528,2023-03-29,Pro,North America,Referral,5,1,6
U01529,2025-08-06,Basic,North America,Organic,0,0,1
U01530,2024-08-22,Basic,North America,Paid Ads,20,1,8
U01531,2023-04-02,Free,Asia,Organic,0,1,6
U01532,2025-02-08,Basic,Other,Paid Ads,20,0,7
U01533,2025-06-25,Pro,North America,Organic,0,0,3
U01534,2023-03-01,Free,North America,Organic,0,1,9
U01535,2023-09-12,Basic,North America,Referral,5,1,23
U01536,2023-01-11,Pro,North America,Referral,5,1,3
U01537,2023-01-21,Free,North America,Organic,0,1,4
U01538,2025-05-24,Free,North America,Paid Ads,20,0,4
U01539,2023-01-21,Free,Europe,Referral,5,1,6
U01540,2024-07-13,Pro,North America,Referral,5,0,14
U01541,2025-06-19,Free,Asia,Referral,5,0,3
U01542,2023-01-09,Pro,North America,Organic,0,0,32
U01543,2024-11-04,Basic,North America,Paid Ads,20,0,10
U01544,2023-02-19,Free,Asia,Referral,5,1,19
U01545,2025-08-28,Free,Europe,Organic,0,0,1
U01546,2024-03-15,Free,Asia,Organic,0,1,4
U01547,2025-08-07,Free,Europe,Paid Ads,20,0,1
U01548,2024-09-21,Basic,North America,Organic,0,1,3
U01549,2023-01-05,Pro,Asia,Organic,0,1,22
U01550,2025-03-21,Free,Europe,Organic,0,0,6
U01551,2025-08-27,Pro,Europe,Paid Ads,20,0,1
U01552,2025-01-21,Free,Europe,Referral,5,1,4
U01553,2025-08-11,Enterprise,Other,Paid Ads,20,0,1
U01554,2025-08-22,Basic,Asia,Referral,5,0,1
U01555,2023-02-05,Free,Other,Organic,0,1,4
U01556,2023-01-30,Free,North America,Paid Ads,20,1,8
U01557,2025-02-09,Free,Asia,Paid Ads,20,1,7
U01558,2023-09-07,Basic,Asia,Paid Ads,20,0,24
U01559,2025-08-15,Enterprise,North America,Referral,5,0,1
U01560,2025-08-24,Pro,North America,Organic,0,0,1
U01561,2023-05-24,Pro,North America,Organic,0,1,20
U01562,2023-02-09,Pro,North America,Organic,0,1,26
U01563,2025-07-30,Free,Asia,Referral,5,0,2
U01564,2023-03-03,Free,Europe,Organic,0,1,3
U01565,2025-08-12,Enterprise,North America,Organic,0,0,1
U01566,2023-10-06,Pro,North America,Organic,0,0,23
U01567,2025-05-08,Free,Europe,Paid Ads,20,0,4
U01568,2023-01-08,Basic,North America,Paid Ads,20,1,3
U01569,2025-03-05,Free,North America,Organic,0,1,2
U01570,2023-12-16,Basic,North America,Paid Ads,20,1,13
U01571,2024-12-20,Free,North America,Organic,0,1,1
U01572,2023-01-18,Pro,Asia,Paid Ads,20,1,15
U01573,2025-07-09,Basic,Other,Paid Ads,20,1,1
U01574,2025-08-19,Pro,North America,Organic,0,0,1
U01575,2023-02-01,Free,Europe,Paid Ads,20,1,9
U01576,2023-01-08,Free,Asia,Referral,5,1,2
U01577,2023-01-04,Basic,Asia,Referral,5,1,15
U01578,2025-04-04,Free,Europe,Referral,5,1,2
U01579,2025-02-01,Pro,Europe,Paid Ads,20,0,7
U01580,2024-09-11,Basic,North America,Organic,0,1,4
U01581,2023-02-07,Free,North America,Paid Ads,20,1,2
U01582,2023-07-27,Free,North America,Paid Ads,20,1,4
U01583,2025-01-06,Pro,Asia,Referral,5,0,8
U01584,2024-04-22,Pro,Other,Paid Ads,20,1,9
U01585,2025-08-29,Free,Asia,Paid Ads,20,0,1
U01586,2023-01-13,Free,North America,Organic,0,1,4
U01587,2025-06-07,Pro,North America,Referral,5,0,3
U01588,2023-08-23,Free,North America,Organic,0,1,2
U01589,2023-10-17,Basic,Asia,Paid Ads,20,1,11
U01590,2025-06-26,Basic,North America,Paid Ads,20,0,3
U01591,2025-06-04,Free,Other,Organic,0,0,3
U01592,2025-08-29,Free,Europe,Organic,0,0,1
U01593,2023-01-12,Pro,Europe,Organic,0,1,22
U01594,2023-01-09,Free,North America,Paid Ads,20,1,1
U01595,2025-07-01,Basic,North America,Paid Ads,20,0,2
U01596,2024-12-01,Enterprise,Asia,Organic,0,0,9
U01597,2023-03-02,Free,Asia,Referral,5,1,6
U01598,2023-01-07,Free,Other,Organic,0,1,12
U01599,2023-01-07,Free,North America,Organic,0,1,6
U01600,2025-08-23,Free,North America,Organic,0,0,1
U01601,2023-01-24,Free,Asia,Organic,0,1,1
U01602,2023-04-15,Free,Asia,Referral,5,1,2
U01603,2023-02-05,Basic,Other,Referral,5,1,9
U01604,2023-05-26,Free,Asia,Organic,0,1,1
U01605,2023-01-06,Pro,Europe,Organic,0,1,2
U01606,2024-06-26,Pro,Europe,Organic,0,1,11
U01607,2023-01-06,Free,Asia,Organic,0,1,18
U01608,2025-08-06,Enterprise,Europe,Referral,5,0,1
U01609,2023-02-08,Free,Asia,Organic,0,1,4
U01610,2024-08-24,Free,Europe,Referral,5,1,2
U01611,2025-08-21,Free,Europe,Organic,0,0,1
U01612,2025-04-17,Free,Asia,Organic,0,1,5
U01613,2024-08-05,Free,Other,Referral,5,1,1
U01614,2023-04-16,Free,North America,Referral,5,1,1
U01615,2023-04-26,Free,North America,Organic,0,1,1
U01616,2025-05-11,Basic,North America,Paid Ads,20,0,4
U01617,2025-08-29,Free,North America,Referral,5,1,1
U01618,2025-05-01,Free,North America,Referral,5,0,4
U01619,2024-10-11,Free,North America,Paid Ads,20,1,2
U01620,2025-07-05,Pro,North America,Paid Ads,20,0,2
U01621,2024-01-22,Free,North America,Paid Ads,20,1,3
U01622,2023-01-05,Basic,Europe,Referral,5,1,22
U01623,2024-10-23,Pro,Europe,Paid Ads,20,1,2
U01624,2025-08-28,Free,Asia,Organic,0,0,1
U01625,2023-01-20,Free,North America,Referral,5,1,8
U01626,2025-06-02,Enterprise,North America,Referral,5,0,3
U01627,2023-01-27,Free,North America,Referral,5,1,23
U01628,2024-08-13,Pro,North America,Organic,0,0,13
U01629,2023-01-08,Free,Other,Referral,5,1,6
U01630,2023-12-13,Pro,Asia,Referral,5,1,18
U01631,2025-07-19,Basic,Other,Paid Ads,20,0,2
U01632,2023-05-15,Basic,Other,Referral,5,1,1
U01633,2025-05-05,Free,North America,Organic,0,1,2
U01634,2025-08-04,Free,Asia,Organic,0,1,1
U01635,2025-08-26,Free,Europe,Organic,0,0,1
U01636,2023-02-08,Free,Asia,Referral,5,1,7
U01637,2023-08-13,Pro,Europe,Organic,0,1,2
U01638,2023-01-15,Free,Asia,Paid Ads,20,1,1
U01639,2025-08-29,Basic,North America,Organic,0,0,1
U01640,2025-08-26,Free,Europe,Organic,0,0,1
U01641,2024-08-24,Free,Europe,Referral,5,0,13
U01642,2025-08-16,Pro,Europe,Paid Ads,20,0,1
U01643,2024-07-01,Free,Asia,Organic,0,1,5
U01644,2025-03-04,Free,Asia,Organic,0,1,5
U01645,2023-01-07,Free,Other,Referral,5,1,3
U01646,2025-07-19,Free,Asia,Organic,0,1,2
U01647,2023-01-12,Pro,Europe,Organic,0,1,25
U01648,2025-08-12,Basic,Asia,Referral,5,0,1
U01649,2025-07-31,Pro,Asia,Organic,0,0,2
U01650,2025-06-19,Pro,Europe,Organic,0,0,3
U01651,2023-01-04,Free,Asia,Referral,5,1,15
U01652,2023-03-25,Basic,Europe,Paid Ads,20,1,3
U01653,2023-02-23,Free,Asia,Referral,5,1,2
U01654,2023-06-03,Free,North America,Paid Ads,20,1,2
U01655,2023-01-07,Free,Europe,Organic,0,1,3
U01656,2025-08-26,Basic,North America,Organic,0,0,1
U01657,2024-09-30,Free,North America,Organic,0,1,5
U01658,2023-03-28,Free,North America,Referral,5,1,2
U01659,2023-08-08,Basic,Europe,Organic,0,1,14
U01660,2023-12-04,Pro,Other,Paid Ads,20,0,21
U01661,2025-01-19,Free,Europe,Referral,5,0,8
U01662,2024-06-16,Basic,North America,Referral,5,1,7
U01663,2025-08-25,Free,Other,Referral,5,0,1
U01664,2024-04-23,Free,Asia,Paid Ads,20,1,2
U01665,2025-08-29,Free,North America,Referral,5,0,1
U01666,2025-08-17,Free,North America,Organic,0,0,1
U01667,2023-01-29,Pro,North America,Organic,0,1,9
U01668,2025-08-26,Free,North America,Organic,0,0,1
U01669,2023-01-10,Free,North America,Paid Ads,20,1,5
U01670,2025-08-10,Basic,North America,Referral,5,0,1
U01671,2023-07-07,Enterprise,North America,Organic,0,0,26
U01672,2025-08-21,Free,Asia,Organic,0,0,1
U01673,2025-08-20,Enterprise,Other,Referral,5,0,1
U01674,2025-08-07,Free,Other,Paid Ads,20,1,1
U01675,2025-08-02,Enterprise,Asia,Referral,5,0,1
U01676,2023-03-27,Free,North America,Organic,0,1,2
U01677,2023-01-07,Pro,Europe,Paid Ads,20,1,16
U01678,2023-08-20,Basic,North America,Paid Ads,20,1,4
U01679,2023-01-19,Basic,Asia,Referral,5,1,8
U01680,2025-06-07,Free,Other,Organic,0,0,3
U01681,2023-05-13,Basic,Europe,Organic,0,1,4
U01682,2025-08-28,Free,North America,Referral,5,0,1
U01683,2025-04-02,Free,Europe,Paid Ads,20,1,2
U01684,2025-08-12,Free,North America,Paid Ads,20,0,1
U01685,2023-01-12,Pro,Europe,Referral,5,1,1
U01686,2025-08-19,Basic,North America,Organic,0,0,1
U01687,2025-08-25,Pro,Other,Organic,0,0,1
U01688,2024-03-25,Free,Asia,Paid Ads,20,1,3
U01689,2025-01-31,Pro,North America,Organic,0,0,8
U01690,2025-07-24,Free,Europe,Referral,5,0,2
U01691,2023-01-20,Free,Asia,Paid Ads,20,1,3
U01692,2024-05-09,Free,Europe,Paid Ads,20,1,3
U01693,2023-08-11,Free,Europe,Referral,5,1,13
U01694,2023-01-14,Free,North America,Referral,5,1,3
U01695,2023-06-15,Free,Europe,Referral,5,1,1
U01696,2023-01-06,Free,Europe,Organic,0,1,21
U01697,2023-01-04,Free,North America,Paid Ads,20,1,4
U01698,2023-01-13,Free,North America,Referral,5,1,7
U01699,2025-08-28,Pro,Asia,Organic,0,0,1
U01700,2024-09-19,Free,Other,Paid Ads,20,1,3
U01701,2025-08-28,Basic,North America,Referral,5,0,1
U01702,2023-10-27,Free,North America,Paid Ads,20,1,2
U01703,2023-04-03,Free,Asia,Paid Ads,20,1,13
U01704,2024-05-19,Pro,North America,Organic,0,0,16
U01705,2023-11-14,Basic,North America,Paid Ads,20,1,7
U01706,2023-01-09,Pro,Asia,Organic,0,1,19
U01707,2025-04-02,Basic,Europe,Referral,5,1,3
U01708,2023-02-01,Free,Asia,Paid Ads,20,1,2
U01709,2025-02-25,Basic,Asia,Paid Ads,20,1,3
U01710,2025-04-16,Pro,North America,Organic,0,0,5
U01711,2023-01-15,Free,Europe,Organic,0,1,7
U01712,2023-01-06,Free,Europe,Paid Ads,20,1,1
U01713,2025-07-30,Free,Europe,Paid Ads,20,1,2
U01714,2024-01-07,Pro,Asia,Referral,5,1,18
U01715,2023-01-05,Pro,Europe,Paid Ads,20,1,15
U01716,2025-08-29,Pro,Asia,Organic,0,0,1
U01717,2023-01-05,Free,North America,Paid Ads,20,1,1
U01718,2025-06-07,Basic,North America,Referral,5,0,3
U01719,2025-08-29,Free,Other,Paid Ads,20,1,1
U01720,2023-02-10,Free,North America,Referral,5,1,7
U01721,2023-01-14,Pro,North America,Organic,0,1,17
U01722,2023-01-11,Free,North America,Paid Ads,20,1,4
U01723,2023-03-25,Free,Europe,Paid Ads,20,1,17
U01724,2023-01-09,Free,Asia,Referral,5,1,1
U01725,2025-06-04,Basic,Europe,Referral,5,0,3
U01726,2023-01-06,Free,Europe,Organic,0,1,6
U01727,2024-05-29,Basic,North America,Organic,0,1,8
U01728,2025-08-29,Free,Asia,Paid Ads,20,1,1
U01729,2025-08-10,Free,Other,Organic,0,0,1
U01730,2025-02-17,Free,North America,Organic,0,1,5
U01731,2023-03-28,Free,Other,Referral,5,1,11
U01732,2025-03-05,Pro,Asia,Organic,0,0,6
U01733,2024-07-19,Basic,North America,Paid Ads,20,1,7
U01734,2023-10-12,Free,North America,Referral,5,1,15
U01735,2023-01-12,Basic,North America,Organic,0,1,2
U01736,2025-08-22,Basic,Other,Paid Ads,20,0,1
U01737,2023-12-11,Free,Europe,Referral,5,1,6
U01738,2023-01-25,Free,North America,Referral,5,1,1
U01739,2023-06-15,Basic,North America,Referral,5,1,1
U01740,2023-09-14,Basic,Europe,Organic,0,1,11
U01741,2025-08-13,Basic,North America,Referral,5,0,1
U01742,2025-07-07,Basic,Asia,Paid Ads,20,0,2
U01743,2025-07-25,Free,Europe,Organic,0,1,1
U01744,2023-01-03,Pro,Europe,Organic,0,0,32
U01745,2023-09-18,Free,North America,Referral,5,1,1
U01746,2024-03-08,Basic,North America,Organic,0,1,12
U01747,2023-01-04,Free,Europe,Referral,5,1,3
U01748,2023-02-21,Pro,Other,Referral,5,1,2
U01749,2025-07-21,Free,Asia,Referral,5,0,2
U01750,2023-01-13,Free,North America,Paid Ads,20,1,6
U01751,2024-08-11,Basic,North America,Organic,0,1,8
U01752,2023-01-31,Enterprise,North America,Organic,0,0,32
U01753,2023-01-03,Free,Asia,Paid Ads,20,1,4
U01754,2023-02-11,Basic,Europe,Referral,5,1,15
U01755,2025-08-28,Basic,Other,Organic,0,0,1
U01756,2025-08-06,Pro,Asia,Organic,0,0,1
U01757,2025-08-28,Free,Europe,Referral,5,0,1
U01758,2024-03-27,Free,Other,Organic,0,1,4
U01759,2023-01-09,Free,North America,Organic,0,1,1
